id,label,model list,text 
1994060,Seats And Restraints,['FORD PROBE 1993'],"these vehicles do not comply with c.m.v.s.s. 210.1 tether anchorages for child restraints. the english tether bolt and metric anchor nut combination is not compatible with the standard. also, information concerning the installation of the bolt contained in the owner guide is incorrect.  correction: new child restraint anchor bolt kits will be mailed to owners along with two revised stick-on owner guide pages. also, dealers will replace incorrect panel weld nut if required."
1994062,Seats And Restraints,['FORD ESCORT 1993'],"the driver side inboard seat track may not fully engage the seat adjuster in certain seating positions near the mid-point of the seat track travel.  if this occurs, the seat may move in the event of a crash possibly resulting in reduced occupant protection.  correction: driver side inboard seat track will be replaced on affected vehicles."
1994063,Electrical,"['FORD B SERIES 1987', 'FORD B SERIES 1988', 'FORD B SERIES 1989', 'FORD B SERIES 1990', 'FORD B SERIES 1991', 'FORD B SERIES 1992', 'FORD B SERIES 1993', 'FORD B SERIES 1994']","on certain b600 and b700 vehicles, the battery power junction block mounted on the right front fender apron might be susceptible to road splash and corrosion from calcium chloride and sodium chloride. this could result in eventual fracture of the main terminal or other terminals at the junction block causing the loss of vehicle power supply or loss of power to a particular system such as the engine, power steering or hydraulic brake boost. correction: dealers will replace the junction block, main power terminal from the starter or starter relay and terminals at the existing block. the hydraulic brake circuit will be modified by bypassing the junction block. new terminals will be made from an alloy material more resistant to salt corrosion."
1994109,Engine,"['FORD F SERIES 1994', 'FORD F SUPER DUTY 1994']","vehicles equipped with the direct injection turbo diesel engine may experience a condition whereby the vehicle, when in cruise control mode, would continue to accelerate for a period of several seconds when the load on the engine is decreased such as when cresting a hill after a long grade. this could result in diminished driver control.  correction: the electronic engine control module will be replaced on affected vehicles."
1994110,Fuel Supply,['FORD RANGER 1994'],"the flexible portion of the front fuel hose on these vehicles may be susceptible to cracking. cracked fuel lines could cause fuel leakage, and in the presence of an ignition source, a fire could result.  correction: front fuel lines will be inspected and, if necessary, replaced."
1994116,Emissions,"['FORD ESCORT 1989', 'FORD ESCORT 1990']",these vehicles do not comply with c.m.v.s.s. 1103 - exhaust emissions.  correction: exhaust system catalyst will be replaced on affected vehicles.
1994135,Brakes,"['FORD CROWN VICTORIA 1994', 'LINCOLN TOWN CAR 1994', 'MERCURY GRAND MARQUIS 1994']","note: includes crown victoria with police package and town car with limousine prep package.  the rear brake backing plate adapter fasteners may come loose and separate. should this occur, damage to the service brake, parking brake or abs components could result. this could in turn diminish service and parking brake capability.  correction: rear brake backing plate adapter fasteners will be replaced on affected vehicles."
1994139,Steering,"['FORD B SERIES 1988', 'FORD B SERIES 1989', 'FORD B SERIES 1990', 'FORD B SERIES 1991', 'FORD B SERIES 1992', 'FORD B SERIES 1993']","note: school buses equipped with bendix c-300n steering gear.  during low speed maneuvers, a seal in the steering gear assembly may leak, resulting in a reduced level of power assist output. in addition, some of these vehicles may be susceptible to fractures of a snap ring in the steering gear, which could result in progressive reductions in right turn maximum wheel travel.  correction: vehicles will be inspected and steering gear will be repaired or replaced as necessary."
1994157,Brakes,"['FORD BRONCO 1992', 'FORD BRONCO 1993', 'FORD BRONCO 1994', 'FORD EXPLORER 1993', 'FORD EXPLORER 1994', 'FORD F SERIES 1992', 'FORD F SERIES 1993', 'FORD F SERIES 1994', 'FORD RANGER 1993', 'FORD RANGER 1994']","note: this recall affects vehicles with manual transmission.  the parking brake control self-adjust pawl may skip over one or more teeth in the self-adjust ratchet during parking brake application, which could prevent the system from achieving full tension. this could result in parking brake ineffectiveness which would allow the vehicle to roll freely if it is not left in gear.  correction: a wedge will be installed which will serve to lock the parking brake self-adjust mechanism pawl into engagement with the ratchet."
1994158,Fuel Supply,"['FORD CONTOUR 1995', 'MERCURY MYSTIQUE 1995']","the fuel filler opening reinforcement (an integral part of the fuel tank assembly) may leak fuel. in the presence of an ignition source, a fire could result.  correction: fuel tank will be replaced on affected vehicles."
1994169,Fuel Supply,"['FORD L SERIES 1991', 'FORD L SERIES 1992', 'FORD L SERIES 1993']","a pair of labels, one on each of the two diesel fuel tanks may not have been installed on these vehicles. the labels are intended primarily to remind service personnel who close the valves on the fuel tank cross-over line to reopen the valves before vehicle operation is resumed. operating the truck with the valves closed could result in over-pressurization of the right hand tank, spillage of diesel fuel and deformation and possible rupture of the tank.  correction: labels and installation instructions will be sent to owners."
1994171,Seats And Restraints,['FORD ESCORT 1995'],"the two bolts that attach the passenger side air bag supplemental restraint system module to the instrument panel may be missing on some vehicles. if the vehicle is involved in a collision, the module could come out of the instrument panel, which could potentially result in personal injury.  correction: mounting bolts will be installed and torqued to proper specification."
1994162,Emissions,"['FORD THUNDERBIRD 1988', 'FORD THUNDERBIRD 1989', 'MERCURY COUGAR 1988', 'MERCURY COUGAR 1989', 'MERKUR XR4TI 1988', 'MERKUR XR4TI 1989']","certain cougar xr-7, tunderbird turbo, and merkur xr4ti vehicles fail to comply with the requirements of cmvss 1103 - exhaust emissions.  correction: dealers will replace the exhaust system catalyst and a vacuum delay valve will be installed in the egc vacuum line."
1994178,Fuel Supply,['FORD ASPIRE 1994'],"the fuel supply, return and vapour hoses or lines may have contact or inadequate clearance with surrounding components. this could cause wear of the hose or line and result in a fuel leak, which, in the presence of an ignition source, could potentially result in a fire.  correction: fuel lines that lack adequate clearance will be repositioned and steel fuel lines will have the corrosion protection repaired as appropriate."
1993078,Steering,"['FORD ESCORT 1991', 'MERCURY TRACER 1991']","on vehicles with manual transmission, the roll pins securing the ignition lock cylinder in the steering column housing may not remain in place.  this could cause the ignition lock cylinder to disengage from the  steering column housing which could result in steering column lock-up and loss of steering control.  correction: vehicles will be inspected and if roll pins are present and  fully inserted, a plastic snap-on sleeve will be installed to prevent the pins from coming out. if one or both or the roll pins are missing or not  fully inserted, the ignition lock housing assembly will be replaced  (along with the door locks and the liftgate/deck-lid locks so that key  compatibility is maintained)."
1993079,Structure,['FORD PROBE 1993'],"the lower pivot pin that joins the liftgate gas strut to the body may  separate from the lower strut mounting bracket due to an undersized rivet  head. if the pin separates, the liftgate could fall and possibly cause  injury to persons under the falling liftgate.  correction: vehicles will be inspected and, if one or both of the rivet  heads are undersized, that liftgate will be replaced."
1993080,Powertrain,"['FORD BRONCO 1993', 'FORD F150 1993']",note: 4x4 vehicles only.  vehicles with the touch drive electric shift transfer case equipped with  prior level electric shift motors may slip out of the 4x4 high-gear  position during coasting in forward gears or with power applied in  reverse gear. this could cause the vehicle to roll freely as if in the  neutral position regardless of the transmission gear selector position  and could result in diminished vehicle control.  correction: vehicles will be inspected and transfer case replaced if  necessary.
1993081,Structure,"['FORD E250 1990', 'FORD E250 1991']","vehicles could experience cracking of the rear shock crossmember of the  frame if the vehicle is operated in a very lightly loaded condition. if  not repaired, the cracking could progress and the crossmember may  separate. a separated crossmember may contact, and possibly damage fuel  and brake lines.  correction: rear shock crossmember will be replaced with an upgraded  crossmember made of high strength steel."
1993091,Emissions,['FORD TRUCK 1991'],"note: vehicles equipped with 6.6 litre and 7.8 litre new holland diesel  engines.  these vehicles do not comply with the labelling requirements of  c.m.v.s.s. 1101 - emisison device. the important engine information  ""english"" label installed on the engine rocker cover may be incorrect or  missing.  correction: labels and installation instructions will be provided to  owners of affected vehicles."
1993102,Fuel Supply,"['FORD F SERIES 1990', 'FORD F SERIES 1991', 'FORD F SERIES 1992', 'FORD F SERIES 1993']","vehicles with gasoline engines and dual fuel tanks may experience the transfer of fuel from one tank to the other through a malfunctioning check valve within the fuel pump assembly. this could cause the capacity of the other tank to be exceeded, resulting in fuel overflow past the filler cap. in the presence of an ignition source, a fire could result.  correction: fuel pressure regulator will be replaced and redundant check valves will be installed on affected vehicles."
1993103,Emissions,"['FORD TEMPO 1993', 'MERCURY TOPAZ 1993']",these vehicles do not comply with c.m.v.s.s. 1105 - evaporative emissions. fuel vapour return line hoses in engine compartment may not be connected.  correction: vehicles will be inspected and hoses connected where necessary. note: all vehicles were completed prior to sale.
1993146,Brakes,"['FORD F SUPER DUTY 1989', 'FORD F SUPER DUTY 1990', 'FORD F SUPER DUTY 1991', 'FORD F SUPER DUTY 1992', 'FORD F SUPER DUTY 1993']",note: motorhome chassis.  vehicles may experience loss of effectiveness due to overheating of the brake fluid in brake lines located in the engine compartment near the left exhaust manifold. this could result in increased stopping distances and a possible vehicle crash.  correction: a heat shield will be installed and brake line insulation will be added to engine compartment brake lines.
1993147,Fuel Supply,['FORD MUSTANG 1993'],"on vehicles with 5.0 litre engines, the fuel rail may have an improperly formed tube transition. this transition, if improperly formed, may have the potential to fracture, which could result in fuel leakage and in the presence of an ignition source, an engine compartment fire.  correction: the engine fuel rail assembly will be replaced on affected vehicles."
1993157,Engine,"['FORD B SERIES 1992', 'FORD B SERIES 1993', 'FORD CF SERIES 1992', 'FORD CF SERIES 1993', 'FORD F SERIES 1992', 'FORD F SERIES 1993', 'FORD L SERIES 1992', 'FORD L SERIES 1993']","note: includes trucks, truck chassis and bus chassis.  medium and heavy duty vehicles equipped with cummins 5.9 litre and 8.3 litre diesel engines with in-line fuel injection pumps may have the potential for fracture of the throttle return springs. if both springs were to fracture the throttle would not return to the idle position and may result in increased engine speed and the possibility of loss of vehicle control.  correction: throttle return control system will be replaced with the coil torsion spring design."
1993160,Seats And Restraints,['FORD F SERIES 1994'],"note: vehicles under 8500 lb. gvwr.  these vehicles may have been built with non-functional air bag diagnostic modules. if so equipped, the air bag supplemental restraint system and the air bag warning light would not function. this could result in reduced occupant protection in the event of a collision severe enough to activate the air bag supplemental restraint system.  correction: vehicles will be inspected and correct air bag diagnostic module will be installed if necessary."
1993165,Emissions,['FORD ESCORT 1988'],note: vehicles equipped with 1.9 litre engines.  these vehicles may release carbon monoxide exhaust emissions which exceed the requirements of c.m.v.s.s 1103 - exhaust emissions.  correction: exhaust system catalyst assembly will be replaced on affected vehicles.
1993171,Structure,['FORD ESCORT 1992'],"note: ford escort montreal 350 anniversary edition.  the rear deck spoiler may have been installed without a vinyl gasket between the foot of the spoiler pedestal and the deck lid surface. this could allow the spoiler to rock on the deck lid causing fatigue and eventual cracking of the deck lid sheet metal. left unattended, the spoiler could come free of the vehicle resulting in a road hazard.  correction: pedestal mount gaskets will be installed, mounting screws will be retorqued and cracked trunk lid sheet metal will be repaired if necessary."
1994002,Other,['FORD TRUCK 1990'],"note: medium and heavy duty trucks with 6.6 l and 7.8 l fnh diesel engine.  these vehicles do not comply with c.m.v.s.s 1101 - emission device.  the french language ""important engine information"" label may contain incorrect fuel rate/stroke and initial injection timing information.  correction: correct french language labels will be mailed to owners of affected vehicles."
1994012,Structure,"['FORD BRONCO 1993', 'FORD BRONCO 1994', 'FORD F SERIES 1993', 'FORD F SERIES 1994', 'FORD F SUPER DUTY 1993', 'FORD F SUPER DUTY 1994']","the u-clips used in attaching the front bumper inner arm to the bumper face bar may fracture. if not replaced, the front bumper may loosen and separate which could cause the vehicle to drive over the bumper resulting in possible loss of driver control.  correction: vehicles will be inspected and front bumper inner arm u-clips will be replaced if necessary."
1994016,Emissions,"['FORD BRONCO II 1988', 'FORD RANGER 1988']",these vehicles do not comply with c.m.v.s.s. 1103 - exhaust emissions.  nitrous oxide levels exceed the standard.  correction: owners will be provided with revised starting instructions for the owner guide. certain vehicles will have the engine emissions control systems modified and exhaust system catalysts replaced.
1992100,Emissions,"['FORD PROBE 1990', 'FORD PROBE 1991']",note: vehicles with 3.0 litre engine.  these vehicles may not comply with c.m.v.s.s. 1103 - exhaust emissions.  throttle position sensor may wear prematurely causing interruption of the  sensor signal.  correction: throttle position sensor will be inspected and replaced if  necessary.
1992101,Emissions,"['FORD AEROMAX 1991', 'FORD L SERIES 1991']","certain vehicles may not comply with cmvss 1103 - exhaust emissions.  correction: fuel injection pump boost control device and injection timing will be adjusted. new important engine information, engine calibration identification and autorized modifications labels will be attached to each truck serviced."
1992102,Emissions,"['FORD TAURUS 1992', 'MERCURY SABLE 1992']",note: vehicles with 3.8 litre engines.  these vehicles may not comply with c.m.v.s.s. 1103 - exhaust emissions.  vehicles were manufactured with incorrect electronic engine control (eec) processors.  correction: eec processor will be replaced on affected vehicles.
1992108,Seats And Restraints,"['FORD THUNDERBIRD 1989', 'MERCURY COUGAR 1989']","note: this recall supersedes recall 91066 (91s32).  a cable in the tension reliever mechanism in either the safety belts  provided in the kits for recall 91066 (91s32) or the factory installed  front safety belt assemblies may break or bind causing a malfunction in  the retractor mechanism. should this occur, the front safety belts may  not retract after full extension. in this condition, the belted occupant  will not be properly restrained if the vehicle is involved in a  collision.  correction: driver and front passenger safety belt assemblies will be  replaced on affected vehicles."
1992117,Seats And Restraints,"['FORD MUSTANG 1984', 'FORD MUSTANG 1985', 'MERCURY CAPRI 1984', 'MERCURY CAPRI 1985']",prolonged exposure to sunlight may cause the front seat belt tongue  assembly plastic sleeve that retains the lock bar to deteriorate and  become displaced. this could potentially result in the tongue becoming  detached from the seat belt webbing making the seatbelt useless to the  vehicle occupant.  correction: owners will be advised that ford will repair seat belts  experiencing this condition.  
1992118,Brakes,"['FORD ESCORT 1992', 'MERCURY TRACER 1992']","vehicles may be equipped with stop lamp switches that potentially could  intermittently malfunction and result in the stop lamps not illuminating  when the brakes are applied. this could result in following motorists not  being signaled that the vehicle is braking, which could result in an  accident.  correction: vehicles will be inspected and stop lamp switches replaced if  necessary."
1992119,Other,"['FORD F SUPER DUTY 1992', 'FORD F150 1992', 'FORD F250 1992', 'FORD F350 1992']","in vehicles equipped with 7.3 litre diesel engines, the sound insulator  on the outside of the dash panel may contact the exhaust manifold  resulting in thermal degradation of the insulator and possible ignition  of the insulator resulting in a vehicle fire.  correction: insulator will be modified on affected vehicles."
1992120,Seats And Restraints,"['FORD EXPLORER 1991', 'FORD TAURUS 1989', 'FORD TAURUS 1990', 'MERCURY SABLE 1989', 'MERCURY SABLE 1990']","seat belt buckles on these vehicles may experience conditions whereby the  buckle may not unlatch when the release button is depressed or may not latch, or in some cases, may latch partially but not sufficiently to  provide occupant restraint in the event of a collision.  note: only end-release buckles on ""rigid"" mountings are susceptible to this  malfunction.  correction: factory installed end-release seat belt buckles will be  replaced with redesigned buckles."
1992121,Fuel Supply,"['FORD ESCORT 1991', 'FORD ESCORT 1992', 'MERCURY TRACER 1991']","fatigue cracks may develop in the solder joint between the fuel return  tube and the fuel pump sending unit located on the top of the fuel tank.  this would allow fuel vapours to escape from the tank and when the tank  is 7/8 or more full, a small amount of liquid fuel may leak from the  crack presenting a potential fire hazard.  note: for escort models only gt and lxe lines involved.  correction: vehicles will be inspected and fuel pump sending unit  assembly will be replaced with one of improved strength."
1992122,Other,"['FORD E150 1992', 'FORD ECONOLINE 1992']",these vehicles do not comply with regulation 6 - statement of  compliance. compliance label incorrectly identifies the tires appropriate  for the vehicle as p235/75r15 sl (standard load) tires rather than the  intended p235/75r15 xl (extra load) tires.  correction: correct compliance labels will be mailed to owners of  affected vehicles.  
1992123,Seats And Restraints,"['FORD CROWN VICTORIA 1992', 'FORD TAURUS 1992', 'FORD TEMPO 1992', 'MERCURY GRAND MARQUIS 1992', 'MERCURY TOPAZ 1992']",certain vehicles do not comply with cmvsss. 208 - seat belt installations. the french language version of the air bag maintenance/information/instruction label was not installed. note: for taurus models only police and sho vehicles are affected.  correction: french language labels will be mailed to affected owners.
1992163,Suspension,"['FORD B SERIES 1993', 'FORD F SERIES 1993', 'FORD L SERIES 1993']",note: incomplete chassis-cabs.  one or more of the six clamps that hold the tire and rim assembly to the  cast spokes of the front wheel may have been of an incorrect size.  installation of the clamps may result in bending of the studs which are  used to attach the clamps to the spokes. this would increase the risk of  stud fracture and possible wheel failure.  correction. studs and clamps will be replaced on affected vehicles.
1992166,Structure,"['FORD TAURUS 1986', 'FORD TAURUS 1987', 'FORD TAURUS 1988', 'FORD TAURUS 1989', 'FORD TAURUS 1990', 'FORD TAURUS 1991', 'FORD TAURUS 1992', 'FORD TAURUS 1993', 'LINCOLN CONTINENTAL 1988', 'LINCOLN CONTINENTAL 1989', 'LINCOLN CONTINENTAL 1990', 'LINCOLN CONTINENTAL 1991', 'LINCOLN CONTINENTAL 1992', 'LINCOLN CONTINENTAL 1993', 'MERCURY SABLE 1986', 'MERCURY SABLE 1987', 'MERCURY SABLE 1988', 'MERCURY SABLE 1989', 'MERCURY SABLE 1990', 'MERCURY SABLE 1991', 'MERCURY SABLE 1992', 'MERCURY SABLE 1993']","on certain vehicles with 3.0 litre and 3.8 litre engines, the body mounts on the rear corners of the subframe which supports the engine and transmission may become detached due to corrosion of the rear lower mount retaining plates, allowing the rear corners of the subframe to drop. should this occur, steering could become very difficult, thereby adversely affecting vehicle control.  correction: modified lower body mounts and attaching bolts will be installed on affected vehicles."
1993030,Lights And Instruments,['FORD ESCORT 1991'],note: escort pony and lx vehicles.  vehicles corrected prior to delivery to customers.  these vehicles did not comply with c.m.v.s.s 101 - control location and  identification. odometers calibrated in miles rather than kilometres.  correction: odometers will be replaced with ones calibrated in  kilometres.
1994040,Electrical,"['FORD CROWN VICTORIA 1992', 'FORD CROWN VICTORIA 1993']","these vehicles may have been built with an unused power seat harness connector that was positioned on the floor mat under the seat. in areas where road salt is used, a brine may accumulate on the floor mats and repeatedly wet the connector. this could corrode the connector and result in a salt bridge between the terminals causing current flow which could overheat the connector with resultant fumes and a possible fire.  correction: unused connectors will be removed and sealed heat shrink caps will be placed over the affected wires."
1994041,Emissions,"['FORD THUNDERBIRD 1990', 'MERCURY COUGAR 1990']",note: thunderbird super coupe and cougar xr7 equipped with manual transmission and 3.8 litre supercharged engine.  these vehicles may not comply with c.m.v.s.s. 1103 - exhaust emissions.  higher than anticipated exhaust system temperatures may cause damage to the exhaust system catalyst thereby increasing exhaust emission levels in excess of the standard.  correction: dealers will replace exhaust system catalyst assembly and powertrain control module.
1992013,Structure,"['FORD BRONCO 1992', 'FORD F SERIES 1992', 'FORD RANGER 1992']","if vehicles are operated in below freezing temperatures and if water  enters the door latch release cable, the water may freeze and cause the  latch mechanism to malfunction. this could result in partial latching,  allowing the door to jar open unexpectedly.  correction: revised door latch release cables and water shields will be  installed on affected vehicles."
1992026,Brakes,"['FORD F250 1988', 'FORD F250 1989', 'FORD F250 1990', 'FORD F250 1991', 'FORD F350 1988', 'FORD F350 1989', 'FORD F350 1990', 'FORD F350 1991']","note: vehicles with 7.3 litre diesel and 7.5 litre efi engines  over 8500 lb. gvwr and 4x4 models with 5.8 litre efi engines.   when vehicles are operated at or near gvwr or gcwr (gross combination  weight rating when trailer towing), brake effectiveness may diminish due  to overheating of the front brakes. this may result in longer than normal  stopping distances and a low brake pedal and could increase the risk of a  vehicle crash.  correction: snap-in insulators that attach to each of the front brake  caliper pistons will be installed on all affected vehicles. in addition,  vehicles equipped with 7.5 litre engines will have insulation installed  on engine compartment brake lines."
1992036,Emissions,"['FORD THUNDERBIRD 1989', 'MERCURY COUGAR 1989']",note: vehicles equipped with 3.8 litre engines.  these vehicles may not comply with c.m.v.s.s 1105 - evaporative  emissions. fuel vapour hose may not be connected at the fuel tank vapour  valve.  correction: vehicles will be inspected and fuel tank vapour hose will be  reconnected where necessary.
1992060,Structure,"['FORD TAURUS 1986', 'FORD TAURUS 1987', 'FORD TAURUS 1988', 'FORD TAURUS 1989', 'FORD TAURUS 1990', 'FORD TAURUS 1991', 'FORD TAURUS 1992', 'MERCURY SABLE 1986', 'MERCURY SABLE 1987', 'MERCURY SABLE 1988', 'MERCURY SABLE 1989', 'MERCURY SABLE 1990', 'MERCURY SABLE 1991', 'MERCURY SABLE 1992']","note: station wagon vehicles only.  young children left unattended in the vehicle could lock themselves in the footwell area of the rear-facing third seat (or the underfloor storage compartment in station wagons not equipped with the optional third seat).  once the compartment is closed, it cannot be opened from the inside, and there is the danger of air deprivation, excessive body heat and panic response to a child who may have closed himself or herself in the compartment.  correction: a modified latch will be installed which does not have a self-latching feature and allows the compartment cover to be pushed open from the inside."
1992065,Brakes,"['FORD CROWN VICTORIA 1990', 'FORD CROWN VICTORIA 1991']","on vehicles equipped with police option and 5.8 litre engines, the rear  brake tube could abrade against the vehicle's underbody. this could  result in a fluid leak and loss of rear brakes causing a reduction of  brake performance and increased stopping distances.  correction: a service repair will be performed on any brake lines that  have an indication of contact or have the potential for contact with the   underbody."
1992077,Lights And Instruments,"['FORD AEROSTAR 1990', 'FORD AEROSTAR 1991', 'FORD BRONCO 1990', 'FORD BRONCO 1991', 'FORD BRONCO II 1990', 'FORD BRONCO II 1991', 'FORD ECONOLINE 1990', 'FORD ECONOLINE 1991', 'FORD ESCORT 1990', 'FORD EXPLORER 1990', 'FORD EXPLORER 1991', 'FORD F SERIES 1990', 'FORD F SERIES 1991', 'FORD MUSTANG 1990', 'FORD MUSTANG 1991', 'FORD RANGER 1990', 'FORD RANGER 1991', 'FORD TAURUS 1990', 'FORD TAURUS 1991', 'FORD TEMPO 1990', 'FORD TEMPO 1991', 'FORD THUNDERBIRD 1989', 'FORD THUNDERBIRD 1990', 'FORD THUNDERBIRD 1991', 'MERCURY COUGAR 1989', 'MERCURY COUGAR 1990', 'MERCURY COUGAR 1991', 'MERCURY SABLE 1990', 'MERCURY SABLE 1991', 'MERCURY TOPAZ 1990', 'MERCURY TOPAZ 1991']","note: also includes some medium and heavy trucks.  these vehicles may not comply with c.m.v.s.s. 108 - lighting.   daytime running light module may malfunction which can result in daytime  running lights that dim, flicker or go off or in some instances may  remain on after the ignition is turned off.  correction: daytime running light module will be replaced on affected  vehicles."
1992097,Emissions,"['FORD MUSTANG 1986', 'FORD MUSTANG 1987', 'FORD MUSTANG 1988', 'FORD MUSTANG 1989', 'LINCOLN MARK VII 1987', 'LINCOLN MARK VII 1988', 'LINCOLN MARK VII 1989', 'MERCURY CAPRI 1986']","certain 1987-89 mustang 2.3 litre, 1986 mustang & capri 5.0 litre ho, and 1987-89  mustang & mark vii 5.0 litre ho.  these vehicles may not comply with c.m.v.s.s. 1103 - exhaust emissions.  the substrate in the catalyst may rattle and break up during normal use  causing exhaust emissions to exceed the standard.  correction: catalyst will be replaced where necessary."
1992098,Emissions,"['FORD MUSTANG 1986', 'FORD THUNDERBIRD 1986', 'FORD THUNDERBIRD 1987', 'FORD THUNDERBIRD 1988', 'MERCURY CAPRI 1986', 'MERCURY COUGAR 1986', 'MERCURY COUGAR 1987', 'MERCURY COUGAR 1988']",note: vehicles with 3.8 litre engines.  these vehicles may not comply with c.m.v.s.s. 1103 - exhaust emissions.  the substrate material in the catalysts may rattle and break up during  normal use causing exhaust emissions to exceed the standard.  correction: vehicles will be inspected and catalyst will be replaced  where necessary.
1992099,Emissions,"['FORD TAURUS 1988', 'FORD TAURUS 1989', 'FORD TAURUS 1990', 'LINCOLN CONTINENTAL 1988', 'LINCOLN CONTINENTAL 1989', 'LINCOLN CONTINENTAL 1990', 'MERCURY SABLE 1988', 'MERCURY SABLE 1989', 'MERCURY SABLE 1990']",note: vehicles equipped with 3.8 litre engines.  these vehicles may not comply with c.m.v.s.s 1105 - evaporative  emissions.  correction: purge valve and hose assembly will be replaced on affected  vehicles.
1994196,Electrical,['FORD WINDSTAR 1995'],"a brace that runs from the instrument panel to the cowl may contact, and in some cases, abrade insulation on a wire harness which could result in an electrical short and a possible fire.  correction: a shield will be installed on the instrument panel to cowl brace and a piece of convolute material will be installed on one of the adjacent harnesses."
1994197,Electrical,['FORD WINDSTAR 1995'],the alternator output wire may not be tightly connected to the power distribution box. this could result in overheating of the connection due to high electrical resistance and a possible underhood fire.  correction: distribution box connection will be inspected and tightened. vehicles with visible damage to the plastic box housing will have the underhood harness that includes the power distribution box replaced.
1995015,Brakes,['FORD AEROSTAR 1995'],"the spare tire supplied with the vehicle may contact the brake lines on the rear axle if it is mounted in the underbody spare tire carrier. over time, such contact could result in fracture of a rear brake line causing loss of rear wheel braking.  correction: a lower profile mini-spare tire will be installed on the  existing mini-spare wheel. dealers will also inspect the axle mounted brake line and repair it if damaged."
1995050,Emissions,['FORD TAURUS 1995'],note: taurus flex-fuel vehicles (ffv).  these vehicles do not comply with c.m.v.s.s. 1105 - evaporative emissions. some of these vehicles were built with incorrect fuel vapour valves installed in the fuel tank. these valves could permit fuel to flow from the tank into the vapour canister resulting in evaporative emissions in excess of the standard.  correction: fuel vapour valves will be replaced on affected vehicles.
1995056,Steering,['FORD EXPLORER 1995'],"the inner tie rod on these vehicles may fracture. if the tie rod fractures, steering control could be adversely affected resulting in a possible crash.  correction: vehicles will be inspected and inner tie rods will be replaced if necessary."
1995065,Electrical,['FORD MUSTANG 1994'],"on certain mustang gt vehicles, the wires supporting the front seat power lumbar wire harness may puncture the harness and cause a high resistance short circuit through the support wires. this could potentially result in overheating of the wires and a possible fire.  correction: tie strap will be removed from the front seats and portions of the wire harness will be wrapped with electrical tape."
1995066,Fuel Supply,"['FORD CROWN VICTORIA 1995', 'LINCOLN TOWN CAR 1995', 'MERCURY GRAND MARQUIS 1995']","the fuel tank may leak at the seal between the fuel filler pipe and the fuel tank. fuel leakage, in the presence of an ignition source could potentially result in a fire.  correction: a fuel filler pipe to fuel tank seal, which is made from different material, will be installed on affected vehicles."
1991056,Powertrain,"['FORD CROWN VICTORIA 1991', 'FORD MUSTANG 1991', 'FORD THUNDERBIRD 1991', 'MERCURY COUGAR 1991', 'MERCURY GRAND MARQUIS 1991']",the automatic overdrive transmissions on these vehicles may be   equipped with a park rod assembly that includes a park cam with   inadequate surface hardness. this could result in high park   disengagement forces or in no park engagement when the shift   lever is placed in the park position. this in turn could result   in an unpowered vehicle roll-away if the vehicle is parked on an   incline with the parking brake off.  correction: park rod assembly will be replaced on affected   vehicles.  
1991058,Suspension,['FORD L8000 1990'],this vehicle does not comply with regulation 6 - statement of   compliance and c.m.v.s.s. 120 - tire selection and rims for   vehicles other than passenger cars.
1991066,Seats And Restraints,"['FORD THUNDERBIRD 1989', 'MERCURY COUGAR 1989']",note: this recall superseded by recall 92-108.  the front seat belts may not retract after extension due to a broken  tension eliminator cable which is too long and prone to breakage. this  could result in the seat occupant being inadequately restrained in the  event of a collision.  correction: new front seat lap-shoulder belt assemblies that have a  shorter tension eliminator cable will be installed on affected vehicles.
1991071,Engine,"['FORD F600 1991', 'FORD F700 1991', 'FORD F800 1991']","on trucks with the 7.0 litre efi gasoline engines, the throttle   cable from the accelerator pedal to the governor assembly may   have been kinked during assembly. this would cause excessive wear   of the cable housing inner liner, which could result in either   fracture or sticking of the cable. if the cable fractures, the   engine speed will return to idle. if the cable sticks, the   throttle will remain in the position it was in when sticking   occurred and could result in a vehicle accident.  correction: the governor assembly which includes the throttle   cable will be replaced with a revised design."
1991073,Visual System,"['FORD THUNDERBIRD 1990', 'FORD THUNDERBIRD 1991', 'MERCURY COUGAR 1990', 'MERCURY COUGAR 1991']","the nuts which hold the wiper motor to the wiper module may not   have been adequately tightened and may loosen or come off. if   this happens, the wiper pattern may shift or, in some cases, the   wiper may jam of two of the three nuts have come off. jammed   wipers could result in reduced driver visibility during inclement   weather conditions.  correction: mounting nuts/studs will be inspected for loctite and   will be reinstalled and torqued with loctite if required."
1991119,Structure,"['FORD AEROSTAR 1987', 'FORD AEROSTAR 1988']","the rear liftgate gas cylinder-to-body attachment ball studs may   fracture. if a ball stud fractures, the liftgate will not remain   in the open position. bodily injury could result if the liftgate   drops while someone is under it.  correction: ball studs built with higher strength material will   be installed on affected vehicles."
